id,class,segmentation,case_id,day_id,slice_id,path,height,width
case118_day0_slice_0008,1,nan,118,0,0008,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0008_276_276_1.63_1.63.png,276,276
case118_day0_slice_0008,2,nan,118,0,0008,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0008_276_276_1.63_1.63.png,276,276
case118_day0_slice_0009,0,nan,118,0,0009,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0009_276_276_1.63_1.63.png,276,276
case118_day0_slice_0009,1,nan,118,0,0009,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0009_276_276_1.63_1.63.png,276,276
case118_day0_slice_0009,2,nan,118,0,0009,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0009_276_276_1.63_1.63.png,276,276
case118_day0_slice_0010,0,nan,118,0,0010,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0010_276_276_1.63_1.63.png,276,276
case118_day0_slice_0010,1,nan,118,0,0010,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0010_276_276_1.63_1.63.png,276,276
case118_day0_slice_0010,2,nan,118,0,0010,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0010_276_276_1.63_1.63.png,276,276
case118_day0_slice_0011,0,nan,118,0,0011,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0011_276_276_1.63_1.63.png,276,276
case118_day0_slice_0011,1,nan,118,0,0011,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0011_276_276_1.63_1.63.png,276,276
case118_day0_slice_0011,2,nan,118,0,0011,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0011_276_276_1.63_1.63.png,276,276
case118_day0_slice_0012,0,nan,118,0,0012,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0012_276_276_1.63_1.63.png,276,276
case118_day0_slice_0012,1,nan,118,0,0012,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0012_276_276_1.63_1.63.png,276,276
case118_day0_slice_0012,2,nan,118,0,0012,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0012_276_276_1.63_1.63.png,276,276
case118_day0_slice_0013,0,nan,118,0,0013,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0013_276_276_1.63_1.63.png,276,276
case118_day0_slice_0013,1,nan,118,0,0013,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0013_276_276_1.63_1.63.png,276,276
case118_day0_slice_0013,2,nan,118,0,0013,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0013_276_276_1.63_1.63.png,276,276
case118_day0_slice_0014,0,nan,118,0,0014,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0014_276_276_1.63_1.63.png,276,276
case118_day0_slice_0014,1,nan,118,0,0014,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0014_276_276_1.63_1.63.png,276,276
case118_day0_slice_0014,2,nan,118,0,0014,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0014_276_276_1.63_1.63.png,276,276
case118_day0_slice_0015,0,nan,118,0,0015,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0015_276_276_1.63_1.63.png,276,276
case118_day0_slice_0015,1,nan,118,0,0015,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0015_276_276_1.63_1.63.png,276,276
case118_day0_slice_0015,2,nan,118,0,0015,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0015_276_276_1.63_1.63.png,276,276
case118_day0_slice_0016,0,nan,118,0,0016,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0016_276_276_1.63_1.63.png,276,276
case118_day0_slice_0016,1,nan,118,0,0016,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0016_276_276_1.63_1.63.png,276,276
case118_day0_slice_0016,2,nan,118,0,0016,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0016_276_276_1.63_1.63.png,276,276
case118_day0_slice_0017,0,nan,118,0,0017,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0017_276_276_1.63_1.63.png,276,276
case118_day0_slice_0017,1,nan,118,0,0017,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0017_276_276_1.63_1.63.png,276,276
case118_day0_slice_0017,2,nan,118,0,0017,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0017_276_276_1.63_1.63.png,276,276
case118_day0_slice_0018,0,nan,118,0,0018,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0018_276_276_1.63_1.63.png,276,276
case118_day0_slice_0018,1,nan,118,0,0018,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0018_276_276_1.63_1.63.png,276,276
case118_day0_slice_0018,2,nan,118,0,0018,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0018_276_276_1.63_1.63.png,276,276
case118_day0_slice_0019,0,nan,118,0,0019,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0019_276_276_1.63_1.63.png,276,276
case118_day0_slice_0019,1,nan,118,0,0019,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0019_276_276_1.63_1.63.png,276,276
case118_day0_slice_0019,2,nan,118,0,0019,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0019_276_276_1.63_1.63.png,276,276
case118_day0_slice_0020,0,nan,118,0,0020,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0020_276_276_1.63_1.63.png,276,276
case118_day0_slice_0020,1,nan,118,0,0020,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0020_276_276_1.63_1.63.png,276,276
case118_day0_slice_0020,2,nan,118,0,0020,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0020_276_276_1.63_1.63.png,276,276
case118_day0_slice_0021,0,nan,118,0,0021,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0021_276_276_1.63_1.63.png,276,276
case118_day0_slice_0021,1,nan,118,0,0021,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0021_276_276_1.63_1.63.png,276,276
case118_day0_slice_0021,2,nan,118,0,0021,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0021_276_276_1.63_1.63.png,276,276
case118_day0_slice_0022,0,nan,118,0,0022,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0022_276_276_1.63_1.63.png,276,276
case118_day0_slice_0022,1,nan,118,0,0022,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0022_276_276_1.63_1.63.png,276,276
case118_day0_slice_0022,2,35781 2 36055 8 36330 10 36605 11 36881 11 37156 12 37432 12 37707 13 37983 12 38259 12 38535 11 38811 11 39088 9 39365 7,118,0,0022,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0022_276_276_1.63_1.63.png,276,276
case118_day0_slice_0023,0,nan,118,0,0023,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0023_276_276_1.63_1.63.png,276,276
case118_day0_slice_0023,1,nan,118,0,0023,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0023_276_276_1.63_1.63.png,276,276
case118_day0_slice_0023,2,34126 2 34399 9 34674 10 34949 12 35225 12 35501 12 35776 14 36052 14 36329 14 36605 14 36881 15 37157 15 37433 15 37709 15 37985 15 38261 15 38537 15 38813 15 39089 15 39365 15 39642 14 39918 13 40195 11 40472 9 40750 6,118,0,0023,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0023_276_276_1.63_1.63.png,276,276
case118_day0_slice_0024,0,nan,118,0,0024,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0024_276_276_1.63_1.63.png,276,276
case118_day0_slice_0024,1,nan,118,0,0024,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0024_276_276_1.63_1.63.png,276,276
case118_day0_slice_0024,2,30528 5 30803 8 31077 11 31353 12 31628 15 31904 16 32180 17 32456 18 32732 19 33008 20 33285 20 33561 20 33838 20 34117 18 34394 17 34671 16 34948 16 35225 15 35500 16 35775 17 36050 19 36325 20 36601 20 36876 21 37152 21 37428 21 37704 21 37980 21 38256 21 38533 20 38809 20 39086 19 39362 19 39639 17 39915 17 40192 15 40469 13 40746 11 41024 6,118,0,0024,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0024_276_276_1.63_1.63.png,276,276
case118_day0_slice_0025,0,nan,118,0,0025,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0025_276_276_1.63_1.63.png,276,276
case118_day0_slice_0025,1,nan,118,0,0025,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0025_276_276_1.63_1.63.png,276,276
case118_day0_slice_0025,2,29421 5 29695 10 29970 13 30245 16 30521 17 30797 18 31072 20 31348 22 31624 23 31900 23 32176 24 32453 24 32729 24 33006 24 33282 25 33559 24 33835 25 34112 24 34389 24 34666 23 34943 22 35219 23 35495 23 35771 23 36047 23 36323 24 36599 24 36874 25 37150 25 37425 26 37701 26 37977 26 38253 26 38529 26 38805 26 39081 25 39358 25 39634 25 39910 25 40187 23 40464 21 40742 17 41020 13 41299 7,118,0,0025,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0025_276_276_1.63_1.63.png,276,276
case118_day0_slice_0026,0,nan,118,0,0026,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0026_276_276_1.63_1.63.png,276,276
case118_day0_slice_0026,1,nan,118,0,0026,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0026_276_276_1.63_1.63.png,276,276
case118_day0_slice_0026,2,28871 9 29144 15 29419 17 29694 19 29969 21 30245 22 30521 23 30797 24 31073 25 31349 25 31625 26 31901 26 32177 27 32453 27 32729 28 33006 27 33282 28 33559 27 33835 27 34113 25 34390 25 34669 22 34944 24 35220 24 35495 25 35771 25 36046 26 36321 27 36597 28 36873 28 37148 29 37424 29 37700 29 37975 30 38251 30 38527 30 38803 29 39080 28 39356 28 39632 27 39909 26 40185 25 40462 23 40738 22 41015 19 41293 14 41571 10,118,0,0026,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0026_276_276_1.63_1.63.png,276,276
case118_day0_slice_0027,0,nan,118,0,0027,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0027_276_276_1.63_1.63.png,276,276
case118_day0_slice_0027,1,nan,118,0,0027,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0027_276_276_1.63_1.63.png,276,276
case118_day0_slice_0027,2,22223 8 22497 12 22772 15 23047 17 23323 19 23599 20 23875 20 24151 21 24427 21 24703 22 24980 21 25256 22 25532 22 25809 21 26086 20 26362 20 26640 18 26916 19 27193 18 27470 17 27746 18 28023 17 28300 19 28577 20 28854 22 29131 24 29408 25 29685 26 29962 26 30240 25 30516 26 30792 27 31069 27 31346 26 31622 27 31899 27 32175 27 32451 28 32727 28 33004 28 33280 28 33557 28 33833 28 34110 28 34386 28 34663 27 34940 26 35217 26 35494 25 35770 25 36045 26 36320 27 36594 29 36869 30 37145 30 37420 31 37696 31 37972 31 38248 31 38524 31 38801 30 39077 30 39354 29 39631 28 39907 28 40184 27 40461 26 40739 24 41016 23 41293 21 41570 19 41848 15,118,0,0027,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0027_276_276_1.63_1.63.png,276,276
case118_day0_slice_0028,0,nan,118,0,0028,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0028_276_276_1.63_1.63.png,276,276
case118_day0_slice_0028,1,nan,118,0,0028,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0028_276_276_1.63_1.63.png,276,276
case118_day0_slice_0028,2,21950 3 22222 10 22497 13 22772 15 23047 18 23323 19 23599 20 23875 21 24151 21 24426 23 24703 23 24979 23 25255 24 25532 23 25808 24 26085 23 26361 23 26638 22 26915 22 27191 22 27468 22 27745 22 28021 24 28298 25 28574 27 28851 28 29128 28 29406 27 29683 28 29961 27 30238 29 30514 30 30791 29 31067 30 31343 30 31618 32 31894 33 32170 34 32447 33 32724 33 33001 32 33279 31 33556 30 33833 29 34109 30 34386 29 34663 28 34940 28 35216 28 35493 28 35756 5 35768 29 36030 11 36043 30 36304 46 36579 47 36853 49 37129 49 37404 50 37680 50 37956 50 38232 50 38508 50 38784 50 39062 47 39343 42 39627 34 39906 30 40184 27 40461 26 40738 25 41015 25 41292 24 41568 24 41845 22 42122 21 42399 18 42675 16,118,0,0028,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0028_276_276_1.63_1.63.png,276,276
case118_day0_slice_0029,0,19474 7 19748 11 20023 14 20299 15 20575 16 20851 17 21127 18 21403 19 21681 18 21960 17 22239 15 22517 15 22794 15 23073 13 23350 13 23628 12 23905 12 24182 12 24459 11 24736 11 25013 11 25291 10 25568 9 25845 9 26121 9 26398 8 26673 9 26950 8 27226 8 27502 8 27779 6,118,0,0029,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0029_276_276_1.63_1.63.png,276,276
case118_day0_slice_0029,1,nan,118,0,0029,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0029_276_276_1.63_1.63.png,276,276
case118_day0_slice_0029,2,20838 5 21112 9 21387 12 21663 14 21938 16 22214 17 22490 19 22766 21 23042 23 23318 24 23595 24 23871 25 24147 26 24424 25 24700 26 24976 27 25253 27 25529 28 25806 28 26083 27 26359 27 26636 27 26912 27 27189 27 27466 27 27742 28 28019 29 28296 29 28572 30 28849 31 29126 32 29403 32 29681 32 29958 33 30235 33 30512 32 30789 32 31065 32 31341 33 31618 33 31894 34 32171 33 32447 34 32725 32 33002 32 33279 31 33556 31 33832 31 34109 30 34386 29 34663 29 34939 29 35216 29 35492 29 35767 30 36032 42 36306 44 36580 46 36855 47 37130 48 37406 48 37682 48 37957 49 38233 49 38509 49 38785 48 39062 47 39339 46 39619 41 39902 34 40181 31 40460 27 40737 27 41014 26 41291 25 41567 24 41844 22 42120 21 42397 19 42674 14,118,0,0029,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0029_276_276_1.63_1.63.png,276,276
case118_day0_slice_0030,0,19188 11 19463 20 19738 22 20014 25 20290 26 20567 27 20843 28 21124 25 21403 23 21682 21 21960 21 22239 18 22516 18 22793 19 23070 19 23348 18 23625 18 23902 18 24179 19 24456 19 24737 15 25015 14 25292 14 25568 14 25844 14 26120 14 26396 14 26673 13 26950 12 27227 10 27504 8 27781 5,118,0,0030,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0030_276_276_1.63_1.63.png,276,276
case118_day0_slice_0030,1,nan,118,0,0030,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0030_276_276_1.63_1.63.png,276,276
case118_day0_slice_0030,2,21114 5 21388 10 21663 12 21938 15 22213 17 22489 19 22765 21 23041 22 23317 24 23593 25 23870 25 24146 26 24423 26 24699 27 24976 27 25252 28 25528 29 25805 29 26081 30 26358 30 26634 30 26911 30 27187 31 27464 31 27740 32 28016 33 28293 33 28569 35 28846 35 29123 36 29400 36 29677 37 29955 36 30233 35 30510 35 30787 35 31064 34 31340 35 31616 36 31893 36 32170 35 32447 35 32724 34 33001 33 33279 32 33555 32 33832 31 34109 31 34385 31 34662 30 34938 30 35215 30 35491 30 35762 2 35766 31 36033 40 36307 43 36582 44 36856 46 37132 46 37407 47 37683 47 37959 47 38234 48 38510 47 38786 47 39062 47 39339 46 39617 43 39895 41 40182 30 40460 28 40738 26 41015 25 41291 24 41568 22 41844 21 42121 19 42398 15 42675 5,118,0,0030,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0030_276_276_1.63_1.63.png,276,276
case118_day0_slice_0031,0,18636 6 18910 19 19185 23 19460 25 19736 27 20012 29 20288 31 20564 32 20840 34 21116 35 21393 7 21401 27 21669 6 21679 26 21947 3 21957 25 22235 25 22513 24 22790 25 23068 25 23345 25 23622 25 23900 23 24178 23 24455 23 24733 22 25011 20 25289 19 25566 18 25843 17 26119 17 26395 17 26671 17 26948 15 27225 13 27502 11 27780 8 28058 4,118,0,0031,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0031_276_276_1.63_1.63.png,276,276
case118_day0_slice_0031,1,nan,118,0,0031,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0031_276_276_1.63_1.63.png,276,276
case118_day0_slice_0031,2,23324 13 23597 18 23871 22 24146 24 24421 26 24696 27 24972 28 25248 29 25524 30 25799 33 26075 34 26352 34 26628 34 26904 35 27181 35 27458 34 27735 34 28012 34 28289 34 28567 33 28845 32 29121 34 29398 35 29677 34 29955 34 30234 35 30512 34 30788 35 31064 36 31340 37 31616 37 31891 39 32168 38 32446 37 32724 35 33001 35 33278 34 33555 33 33832 32 34108 32 34385 31 34661 31 34938 30 35214 31 35490 31 35762 35 36035 38 36309 41 36584 42 36859 43 37134 44 37409 45 37686 43 37963 42 38240 41 38517 40 38794 39 39071 37 39348 36 39625 35 39902 33 40179 32 40460 27 40737 26 41014 25 41290 24 41566 23 41842 22 42119 20 42395 13 42673 6,118,0,0031,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0031_276_276_1.63_1.63.png,276,276
case118_day0_slice_0032,0,18085 3 18359 8 18372 4 18633 20 18908 24 19183 27 19458 29 19734 31 20010 33 20286 35 20562 36 20838 38 21114 40 21390 41 21667 41 21944 7 21954 32 22222 3 22233 30 22511 30 22790 28 23067 28 23344 28 23621 28 23898 28 24175 28 24453 27 24731 26 25009 24 25287 23 25564 22 25841 21 26118 20 26394 20 26671 19 26947 18 27224 17 27502 14 27779 12 28056 10 28334 5,118,0,0032,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0032_276_276_1.63_1.63.png,276,276
case118_day0_slice_0032,1,nan,118,0,0032,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0032_276_276_1.63_1.63.png,276,276
case118_day0_slice_0032,2,23323 5 23596 18 23869 23 24144 26 24420 26 24695 28 24971 29 25247 30 25523 31 25799 31 26075 33 26351 34 26627 34 26904 34 27180 35 27457 36 27734 37 28011 37 28288 38 28565 38 28843 37 29120 38 29399 37 29678 37 29956 37 30234 37 30511 38 30788 38 31064 38 31339 39 31615 39 31892 38 32168 39 32446 37 32723 36 33000 36 33278 34 33555 33 33832 32 34108 33 34385 32 34661 32 34938 31 35214 31 35490 31 35765 32 36038 35 36312 37 36587 38 36862 39 37137 40 37411 42 37687 42 37963 42 38241 40 38517 40 38794 39 39071 37 39348 36 39625 35 39902 33 40179 32 40456 31 40734 29 41011 27 41287 27 41564 24 41840 23 42117 21 42394 15 42672 11,118,0,0032,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0032_276_276_1.63_1.63.png,276,276
case118_day0_slice_0033,0,18356 7 18631 10 18650 2 18906 13 18924 9 19182 30 19457 32 19733 34 20008 40 20284 42 20560 43 20836 45 21113 46 21389 48 21665 50 21942 51 22220 7 22230 40 22498 3 22510 37 22789 35 23067 34 23344 34 23620 34 23898 33 24175 32 24452 32 24730 30 25008 28 25285 27 25562 26 25839 26 26116 25 26393 24 26670 23 26947 21 27224 20 27501 19 27778 17 28055 16 28332 14 28609 12 28888 7,118,0,0033,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0033_276_276_1.63_1.63.png,276,276
case118_day0_slice_0033,1,nan,118,0,0033,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0033_276_276_1.63_1.63.png,276,276
case118_day0_slice_0033,2,22764 7 23038 11 23314 12 23589 21 23865 26 24140 29 24416 30 24692 31 24967 32 25243 33 25519 34 25795 35 26071 36 26347 37 26623 38 26900 38 27176 39 27453 38 27733 35 28010 37 28287 38 28564 38 28842 37 29121 35 29400 34 29678 35 29956 36 30233 37 30511 36 30788 36 31065 36 31342 35 31619 35 31895 35 32172 34 32448 35 32725 34 33001 34 33278 33 33555 32 33832 32 34109 31 34386 30 34662 31 34939 30 35215 30 35491 30 35767 30 36042 31 36316 33 36590 35 36865 36 37140 37 37416 37 37691 37 37967 38 38244 37 38520 37 38797 35 39073 35 39349 34 39626 33 39902 32 40179 31 40455 31 40732 29 41009 28 41286 27 41563 25 41840 23 42117 21 42394 14 42672 10,118,0,0033,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0033_276_276_1.63_1.63.png,276,276
case118_day0_slice_0034,0,18079 6 18355 10 18630 13 18905 16 18927 7 19180 19 19201 13 19456 37 19731 43 20007 44 20283 47 20559 50 20835 51 21111 53 21387 55 21664 55 21941 54 22219 53 22497 4 22508 41 22788 38 23066 38 23343 38 23620 38 23897 37 24175 35 24452 34 24730 31 25008 29 25285 28 25562 27 25839 26 26116 25 26393 24 26670 23 26947 22 27224 21 27500 21 27777 19 28054 18 28331 16 28608 14 28886 11 29165 6,118,0,0034,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0034_276_276_1.63_1.63.png,276,276
case118_day0_slice_0034,1,nan,118,0,0034,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0034_276_276_1.63_1.63.png,276,276
case118_day0_slice_0034,2,22487 5 22762 9 23037 11 23312 14 23588 16 23863 25 24139 28 24414 31 24690 32 24966 33 25242 33 25518 34 25794 35 26071 35 26347 36 26624 36 26902 36 27179 35 27456 35 27733 34 28010 35 28287 35 28564 35 28842 34 29120 33 29400 30 29680 28 29958 27 30235 29 30512 30 30789 31 31066 34 31343 33 31619 34 31896 33 32172 34 32449 33 32725 33 33002 33 33279 32 33556 31 33833 30 34110 29 34386 29 34663 29 34939 29 35216 28 35492 27 35768 28 36044 28 36318 30 36592 32 36867 33 37142 34 37418 34 37694 34 37970 34 38246 34 38522 33 38798 33 39075 31 39351 31 39628 29 39905 28 40182 26 40459 24 40736 20 41013 17 41290 14 41568 9 41845 5,118,0,0034,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0034_276_276_1.63_1.63.png,276,276
case118_day0_slice_0035,0,18080 6 18353 14 18629 16 18904 19 18928 8 19179 38 19455 44 19731 46 20006 50 20282 53 20558 55 20834 56 21110 57 21387 57 21663 58 21941 56 22218 56 22496 6 22506 45 22784 45 23062 44 23340 43 23618 42 23895 41 24175 37 24452 36 24730 33 25007 32 25284 31 25562 29 25839 28 26116 27 26393 26 26670 24 26947 23 27223 23 27500 22 27777 20 28054 18 28331 17 28608 15 28886 12 29163 10 29441 5,118,0,0035,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0035_276_276_1.63_1.63.png,276,276
case118_day0_slice_0035,1,nan,118,0,0035,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0035_276_276_1.63_1.63.png,276,276
case118_day0_slice_0035,2,22212 2 22486 6 22761 9 23036 12 23311 14 23587 16 23862 19 24138 28 24413 31 24689 32 24964 34 25240 35 25516 35 25792 36 26068 37 26345 38 26622 38 26900 37 27178 36 27456 34 27733 33 28010 33 28287 33 28564 33 28842 32 29122 30 29401 28 29681 25 29959 24 30236 25 30513 26 30790 27 31067 28 31343 32 31620 32 31897 31 32174 31 32450 31 32727 30 33004 29 33281 29 33558 27 33835 26 34111 26 34388 25 34664 24 34940 24 35216 24 35493 23 35770 21 36046 21 36323 20 36598 21 36873 22 37146 25 37421 26 37697 26 37973 26 38248 27 38524 27 38800 27 39077 26 39353 26 39630 25 39907 22 40184 19 40461 16 40738 14 41015 12 41293 8 41571 4,118,0,0035,../BD-Image-Segmentation-Comp/train/case118/case118_day0/scans/slice_0035_276_276_1.63_1.63.png,276,276
